,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,234831,vp40,0,2017-12-13 23:38:10,1513208286691,X,2202,1000,0.83999999999999997,0.23999999999999999,left,1.0,1.0,inperson,0,0,INbi,43,36.0,21.0,36,false,combined,9,37,41,13,0,,withintrial
83,234832,vp40,1,2017-12-13 23:38:17,1513208293914,X,1861,1000, 0.76000000000000001, 0.64000000000000001,right, 1.0, 1.0,inperson,0,0,INbi,43, 78.0, 101.0,101,false,combined,13,17,37,33,0,,withintrial
84,234833,vp40,2,2017-12-13 23:38:25,1513208300794,X,2624,1000, 0.66000000000000003, 0.35999999999999999,left, 1.0, 0.80000000000000004,inperson,0,0,INbi,43, 21.0, 68.0,21,false,combined,18,25,32,15,0,,withintrial
85,234834,vp40,3,2017-12-13 23:38:31,1513208308438,X,1460,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,INbi,43, 8.0, 12.0,12,false,combined,1,4,4,46,0,,withintrial
86,234835,vp40,4,2017-12-13 23:38:39,1513208314927,X,3040,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,INbi,43, 7.0, 20.0,7,false,combined,6,31,44,19,0,,withintrial
87,234836,vp40,5,2017-12-13 23:38:54,1513208329013,O,4007,1036, 0.73999999999999999, 0.40000000000000002,left, 1.0, 1.0,inperson,0,0,INbi,36, -16.0, -38.0,0,false,combined,13,30,37,20,0,,withintrial
88,234837,vp40,6,2017-12-13 23:39:02,1513208338045,X,2511,1036, 0.64000000000000001, 0.92000000000000004,right, 1.0, 0.02,inperson,0,0,INbi,36, -97.0, -70.0,-70,false,combined,19,0,31,1,0,,withintrial
89,234838,vp40,7,2017-12-13 23:39:09,1513208345580,X,2620,1036, 0.41999999999999998, 0.26000000000000001,right, 1.0, 0.40000000000000002,inperson,0,0,INbi,36, -33.0, -60.0,-60,false,combined,28,17,22,3,0,,withintrial
90,234839,vp40,8,2017-12-13 23:39:18,1513208353223,X,3628,1036, 0.95999999999999996, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,INbi,36, -5.0, -25.0,-5,false,combined,3,20,47,30,0,,withintrial
91,234840,vp40,9,2017-12-13 23:39:26,1513208361881,O,2838,1036, 0.40000000000000002, 0.80000000000000004,left, 0.10000000000000001, 1.0,inperson,0,0,INbi,36, -87.0, -55.0,0,false,combined,4,10,1,40,0,,withintrial
92,234841,vp40,10,2017-12-13 23:39:40,1513208375767,X,3058,1036, 0.47999999999999998, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,INbi,0, -63.0, -13.0,-13,false,combined,25,30,25,20,0,,withintrial
93,234842,vp40,11,2017-12-13 23:39:47,1513208383848,X,1898,1036, 0.71999999999999997, 0.059999999999999998,left, 1.0, 1.0,inperson,0,0,INbi,0, -12.0, -134.0,-12,false,combined,14,46,36,4,0,,withintrial
94,234843,vp40,12,2017-12-13 23:39:56,1513208390774,O,4250,1036, 0.44, 0.52000000000000002,left, 1.0, 0.02,inperson,0,0,INbi,0, -68.0, -50.0,0,false,combined,26,0,24,1,0,,withintrial
95,234844,vp40,13,2017-12-13 23:40:04,1513208400040,O,3238,1036, 0.29999999999999999, 0.46000000000000002,left, 1.0, 0.10000000000000001,inperson,0,0,INbi,0, -60.0, -50.0,0,false,combined,35,3,15,2,0,,withintrial
96,234845,vp40,14,2017-12-13 23:40:12,1513208408308,O,2241,1036, 0.64000000000000001, 0.38,right, 0.20000000000000001, 1.0,inperson,0,0,INbi,0, -60.0, -81.0,0,false,combined,3,31,7,19,0,,withintrial
97,234846,vp40,15,2017-12-13 23:40:24,1513208421599,X,1659,1036, 0.95999999999999996, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,INbi,0, 16.0, 8.0,16,false,combined,2,20,48,30,0,,withintrial
98,234847,vp40,16,2017-12-13 23:40:32,1513208428275,X,2252,1036, 0.35999999999999999, 0.92000000000000004,right, 0.059999999999999998, 1.0,inperson,0,0,INbi,0, 98.0, 90.0,90,false,combined,1,4,2,46,0,,withintrial
99,234848,vp40,17,2017-12-13 23:40:39,1513208435544,O,2107,1036, 0.76000000000000001, 0.68000000000000005,left, 1.0, 0.02,inperson,0,0,INbi,0, 88.0, 80.0,0,false,combined,12,1,38,0,0,,withintrial
100,234849,vp40,18,2017-12-13 23:40:46,1513208442673,X,2072,1036, 0.95999999999999996, 0.32000000000000001,left, 1.0, 1.0,inperson,0,0,INbi,0, 15.0, 53.0,15,false,combined,3,33,47,17,0,,withintrial
101,234850,vp40,19,2017-12-13 23:40:54,1513208449771,O,2705,1036, 0.66000000000000003, 0.69999999999999996,right, 1.0, 1.0,inperson,0,0,INbi,0, 22.0, 23.0,0,false,combined,17,15,33,35,0,,withintrial
102,234851,vp40,20,2017-12-13 23:41:07,1513208463514,O,2485,1052, 0.23999999999999999, 0.71999999999999997,right, 0.20000000000000001, 1.0,inperson,0,0,INbi,16, 40.0, 7.0,0,false,combined,8,13,2,37,0,,withintrial
103,234852,vp40,21,2017-12-13 23:41:14,1513208471017,O,1409,1052, 0.47999999999999998, 0.40000000000000002,left, 1.0, 1.0,inperson,0,0,INbi,16, 63.0, 13.0,0,false,combined,25,30,25,20,0,,withintrial
104,234853,vp40,22,2017-12-13 23:41:20,1513208477444,O,1545,1052, 0.28000000000000003, 0.66000000000000003,left, 1.0, 0.059999999999999998,inperson,0,0,INbi,16, 88.0, 38.0,0,false,combined,36,1,14,2,0,,withintrial
105,234854,vp40,23,2017-12-13 23:41:27,1513208484012,X,2018,1052, 0.66000000000000003, 0.93999999999999995,left, 1.0, 1.0,inperson,0,0,INbi,16, 15.0, 5.0,15,false,combined,18,2,32,48,0,,withintrial
