id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
231883,vp36,999,2017-12-05 23:40:00,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,1,NaN,withintrial
231884,vp36,999,2017-12-05 23:40:21,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,2,NaN,withintrial
231885,vp36,999,2017-12-05 23:40:39,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,3,NaN,withintrial
231886,vp36,999,2017-12-05 23:40:55,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,4,NaN,withintrial
231887,vp36,999,2017-12-05 23:41:07,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,5,NaN,withintrial
231888,vp36,999,2017-12-05 23:41:17,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,6,NaN,withintrial
231889,vp36,999,2017-12-05 23:41:26,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,7,NaN,withintrial
231890,vp36,999,2017-12-05 23:41:46,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,8,NaN,withintrial
231891,vp36,999,2017-12-05 23:42:16,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,9,NaN,withintrial
231892,vp36,999,2017-12-05 23:42:24,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,10,NaN,withintrial
231893,vp36,999,2017-12-05 23:42:33,999,999,999,999,999,999,999,999,999,inperson,0,999,mEqY,999,999,999,999,2,combined,999,999,999,999,11,NaN,withintrial
