,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,165770,vp10,0,2017-10-03 23:06:02,1507071955492,X,2463,1000,0.83999999999999997,0.23999999999999999,left,1.0,1.0,inperson,0,0,kxHB,0,36.0,21.0,36,false,combined,9,37,41,13,0,,
83,165771,vp10,1,2017-10-03 23:06:09,1507071962961,X,2516,1000, 0.76000000000000001, 0.64000000000000001,right, 1.0, 1.0,inperson,0,0,kxHB,0, 78.0, 101.0,101,false,combined,13,17,37,33,0,,
84,165772,vp10,2,2017-10-03 23:06:17,1507071970482,X,3024,1000, 0.66000000000000003, 0.35999999999999999,left, 1.0, 0.80000000000000004,inperson,0,0,kxHB,0, 21.0, 68.0,21,false,combined,18,25,32,15,0,,
85,165773,vp10,3,2017-10-03 23:06:24,1507071978511,O,1650,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,kxHB,0, 8.0, 12.0,0,false,combined,1,4,4,46,0,,
86,165774,vp10,4,2017-10-03 23:06:32,1507071985165,X,2620,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,kxHB,0, 7.0, 20.0,7,false,combined,6,31,44,19,0,,
87,165775,vp10,5,2017-10-03 23:06:46,1507071998793,O,3968,1036, 0.73999999999999999, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,kxHB,36, -16.0, -38.0,0,false,combined,13,30,37,20,0,,
88,165776,vp10,6,2017-10-03 23:06:56,1507072007765,X,4147,1036, 0.64000000000000001, 0.92000000000000004,right, 1.0, 0.02,inperson,0,0,kxHB,36, -97.0, -70.0,-70,false,combined,19,0,31,1,0,,
89,165777,vp10,7,2017-10-03 23:07:04,1507072016917,O,3497,1036, 0.41999999999999998, 0.26000000000000001,right, 1.0, 0.40000000000000002,inperson,0,0,kxHB,36, -33.0, -60.0,0,false,combined,28,17,22,3,0,,
90,165778,vp10,8,2017-10-03 23:07:11,1507072025418,X,2316,1036, 0.95999999999999996, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,kxHB,36, -5.0, -25.0,-25,false,combined,3,20,47,30,0,,
91,165779,vp10,9,2017-10-03 23:07:21,1507072032739,X,4271,1036, 0.40000000000000002, 0.80000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,kxHB,36, -87.0, -55.0,-55,false,combined,4,10,1,40,0,,
