,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,169279,vp18,0,2017-10-17 19:35:01,1508268897145,X,2272,1000,0.83999999999999997,0.23999999999999999,left,1.0,1.0,inperson,0,0,PB1h,91,36.0,21.0,36,false,combined,9,37,41,13,0,,
83,169280,vp18,1,2017-10-17 19:35:08,1508268904447,X,1819,1000, 0.76000000000000001, 0.64000000000000001,right, 1.0, 1.0,inperson,0,0,PB1h,91, 78.0, 101.0,101,false,combined,13,17,37,33,0,,
84,169281,vp18,2,2017-10-17 19:35:14,1508268911294,X,1605,1000, 0.66000000000000003, 0.35999999999999999,left, 1.0, 0.80000000000000004,inperson,0,0,PB1h,91, 21.0, 68.0,21,false,combined,18,25,32,15,0,,
85,169282,vp18,3,2017-10-17 19:35:21,1508268917924,X,1387,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,PB1h,91, 8.0, 12.0,12,false,combined,1,4,4,46,0,,
86,169283,vp18,4,2017-10-17 19:35:27,1508268924335,X,1501,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,PB1h,91, 7.0, 20.0,7,false,combined,6,31,44,19,0,,
87,169284,vp18,5,2017-10-17 19:35:41,1508268936877,O,2604,1101, 0.73999999999999999, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,PB1h,101, -16.0, -38.0,0,false,combined,13,30,37,20,0,,
88,169285,vp18,6,2017-10-17 19:35:49,1508268944505,X,2911,1101, 0.64000000000000001, 0.92000000000000004,left, 1.0, 0.02,inperson,0,0,PB1h,101, -97.0, -70.0,-97,false,combined,19,0,31,1,0,,
89,169286,vp18,7,2017-10-17 19:35:56,1508268952445,O,1971,1101, 0.41999999999999998, 0.26000000000000001,left, 1.0, 0.40000000000000002,inperson,0,0,PB1h,101, -33.0, -60.0,0,false,combined,28,17,22,3,0,,
90,169287,vp18,8,2017-10-17 19:36:03,1508268959449,O,2643,1101, 0.95999999999999996, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,PB1h,101, -5.0, -25.0,0,false,combined,3,20,47,30,0,,
91,169288,vp18,9,2017-10-17 19:36:10,1508268967124,X,1948,1101, 0.40000000000000002, 0.80000000000000004,left, 0.10000000000000001, 1.0,inperson,0,0,PB1h,101, -87.0, -55.0,-87,false,combined,4,10,1,40,0,,
92,169289,vp18,10,2017-10-17 19:36:24,1508268980118,O,2365,1101, 0.47999999999999998, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,PB1h,0, -63.0, -13.0,0,false,combined,25,30,25,20,0,,
93,169290,vp18,11,2017-10-17 19:36:31,1508268987513,O,2187,1101, 0.71999999999999997, 0.059999999999999998,right, 1.0, 1.0,inperson,0,0,PB1h,0, -12.0, -134.0,0,false,combined,14,46,36,4,0,,
94,169291,vp18,12,2017-10-17 19:36:38,1508268994719,O,1937,1101, 0.44, 0.52000000000000002,left, 1.0, 0.02,inperson,0,0,PB1h,0, -68.0, -50.0,0,false,combined,26,0,24,1,0,,
95,169292,vp18,13,2017-10-17 19:36:45,1508269001676,X,1598,1101, 0.29999999999999999, 0.46000000000000002,left, 1.0, 0.10000000000000001,inperson,0,0,PB1h,0, -60.0, -50.0,-60,false,combined,35,3,15,2,0,,
96,169293,vp18,14,2017-10-17 19:36:52,1508269008306,X,1820,1101, 0.64000000000000001, 0.38,right, 0.20000000000000001, 1.0,inperson,0,0,PB1h,0, -60.0, -81.0,-81,false,combined,3,31,7,19,0,,
97,169294,vp18,15,2017-10-17 19:37:04,1508269021176,O,1753,1101, 0.95999999999999996, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,PB1h,0, 16.0, 8.0,0,false,combined,2,20,48,30,0,,
