,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,170428,vp20,0,2017-10-19 17:45:46,1508435140702,O,2139,1000,0.83999999999999997,0.23999999999999999,right,1.0,1.0,inperson,0,0,nQSY,135,36.0,21.0,0,false,combined,9,37,41,13,0,,
83,170429,vp20,1,2017-10-19 17:45:53,1508435147865,X,2040,1000, 0.76000000000000001, 0.64000000000000001,left, 1.0, 1.0,inperson,0,0,nQSY,135, 78.0, 101.0,78,false,combined,13,17,37,33,0,,
84,170430,vp20,2,2017-10-19 17:46:00,1508435154931,O,1761,1000, 0.66000000000000003, 0.35999999999999999,right, 1.0, 0.80000000000000004,inperson,0,0,nQSY,135, 21.0, 68.0,0,false,combined,18,25,32,15,0,,
85,170431,vp20,3,2017-10-19 17:46:07,1508435161717,X,1662,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,nQSY,135, 8.0, 12.0,12,false,combined,1,4,4,46,0,,
86,170432,vp20,4,2017-10-19 17:46:15,1508435168409,O,3485,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,nQSY,135, 7.0, 20.0,0,false,combined,6,31,44,19,0,,
87,170433,vp20,5,2017-10-19 17:46:30,1508435182948,X,3374,1012, 0.73999999999999999, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,nQSY,12, -16.0, -38.0,-38,false,combined,13,30,37,20,0,,
88,170434,vp20,6,2017-10-19 17:46:37,1508435191355,X,1986,1012, 0.64000000000000001, 0.92000000000000004,right, 1.0, 0.02,inperson,0,0,nQSY,12, -97.0, -70.0,-70,false,combined,19,0,31,1,0,,
89,170435,vp20,7,2017-10-19 17:46:45,1508435198359,O,3781,1012, 0.41999999999999998, 0.26000000000000001,left, 1.0, 0.40000000000000002,inperson,0,0,nQSY,12, -33.0, -60.0,0,false,combined,28,17,22,3,0,,
90,170436,vp20,8,2017-10-19 17:46:52,1508435207172,O,1987,1012, 0.95999999999999996, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,nQSY,12, -5.0, -25.0,0,false,combined,3,20,47,30,0,,
91,170437,vp20,9,2017-10-19 17:47:00,1508435214192,X,2619,1012, 0.40000000000000002, 0.80000000000000004,left, 0.10000000000000001, 1.0,inperson,0,0,nQSY,12, -87.0, -55.0,-87,false,combined,4,10,1,40,0,,
92,170438,vp20,10,2017-10-19 17:47:13,1508435227857,O,2391,942, 0.47999999999999998, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,nQSY,-70, -63.0, -13.0,0,false,combined,25,30,25,20,0,,
93,170439,vp20,11,2017-10-19 17:47:20,1508435235266,O,1156,942, 0.71999999999999997, 0.059999999999999998,right, 1.0, 1.0,inperson,0,0,nQSY,-70, -12.0, -134.0,0,false,combined,14,46,36,4,0,,
94,170440,vp20,12,2017-10-19 17:47:26,1508435241443,X,1855,942, 0.44, 0.52000000000000002,left, 1.0, 0.02,inperson,0,0,nQSY,-70, -68.0, -50.0,-68,false,combined,26,0,24,1,0,,
95,170441,vp20,13,2017-10-19 17:47:34,1508435248322,X,2647,942, 0.29999999999999999, 0.46000000000000002,left, 1.0, 0.10000000000000001,inperson,0,0,nQSY,-70, -60.0, -50.0,-60,false,combined,35,3,15,2,0,,
96,170442,vp20,14,2017-10-19 17:47:42,1508435255997,O,2633,942, 0.64000000000000001, 0.38,right, 0.20000000000000001, 1.0,inperson,0,0,nQSY,-70, -60.0, -81.0,0,false,combined,3,31,7,19,0,,
97,170443,vp20,15,2017-10-19 17:47:54,1508435269677,X,1451,882, 0.95999999999999996, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,nQSY,-60, 16.0, 8.0,16,false,combined,2,20,48,30,0,,
98,170444,vp20,16,2017-10-19 17:48:01,1508435276151,O,1129,882, 0.35999999999999999, 0.92000000000000004,right, 0.059999999999999998, 1.0,inperson,0,0,nQSY,-60, 98.0, 90.0,0,false,combined,1,4,2,46,0,,
99,170445,vp20,17,2017-10-19 17:48:07,1508435282313,X,1309,882, 0.76000000000000001, 0.68000000000000005,left, 1.0, 0.02,inperson,0,0,nQSY,-60, 88.0, 80.0,88,false,combined,12,1,38,0,0,,
100,170446,vp20,18,2017-10-19 17:48:15,1508435288646,X,2827,882, 0.95999999999999996, 0.32000000000000001,left, 1.0, 1.0,inperson,0,0,nQSY,-60, 15.0, 53.0,15,false,combined,3,33,47,17,0,,
101,170447,vp20,19,2017-10-19 17:48:23,1508435296492,X,3012,882, 0.66000000000000003, 0.69999999999999996,right, 1.0, 1.0,inperson,0,0,nQSY,-60, 22.0, 23.0,23,false,combined,17,15,33,35,0,,
102,170448,vp20,20,2017-10-19 17:48:36,1508435310547,O,1994,898, 0.23999999999999999, 0.71999999999999997,left, 0.20000000000000001, 1.0,inperson,0,0,nQSY,16, 40.0, 7.0,0,false,combined,8,13,2,37,0,,
103,170449,vp20,21,2017-10-19 17:48:42,1508435317566,O,1662,898, 0.47999999999999998, 0.40000000000000002,left, 1.0, 1.0,inperson,0,0,nQSY,16, 63.0, 13.0,0,false,combined,25,30,25,20,0,,
104,170450,vp20,22,2017-10-19 17:48:51,1508435324258,X,3105,898, 0.28000000000000003, 0.66000000000000003,left, 1.0, 0.059999999999999998,inperson,0,0,nQSY,16, 88.0, 38.0,88,false,combined,36,1,14,2,0,,
105,170451,vp20,23,2017-10-19 17:48:58,1508435332385,X,2149,898, 0.66000000000000003, 0.93999999999999995,left, 1.0, 1.0,inperson,0,0,nQSY,16, 15.0, 5.0,15,false,combined,18,2,32,48,0,,
106,170452,vp20,24,2017-10-19 17:49:05,1508435339562,O,1743,898, 0.44, 0.44,right, 0.02, 1.0,inperson,0,0,nQSY,16, 11.0, 14.0,0,false,combined,0,27,1,23,0,,
107,170453,vp20,25,2017-10-19 17:49:18,1508435352353,X,2222,986, 0.44, 0.59999999999999998,left, 1.0, 0.80000000000000004,inperson,0,0,nQSY,88, 68.0, 45.0,68,false,combined,27,20,23,30,0,,
108,170454,vp20,26,2017-10-19 17:49:26,1508435359606,X,3444,986, 0.64000000000000001, 0.52000000000000002,right, 0.40000000000000002, 1.0,inperson,0,0,nQSY,88, 94.0, 100.0,100,false,combined,12,25,8,25,0,,
109,170455,vp20,27,2017-10-19 17:49:35,1508435368077,O,3666,986, 0.26000000000000001, 0.20000000000000001,right, 1.0, 1.0,inperson,0,0,nQSY,88, 62.0, 134.0,0,false,combined,36,40,14,10,0,,
110,170456,vp20,28,2017-10-19 17:49:42,1508435376765,X,1918,986, 0.22, 0.59999999999999998,right, 0.059999999999999998, 1.0,inperson,0,0,nQSY,88, 27.0, 15.0,15,false,combined,1,20,2,30,0,,
111,170457,vp20,29,2017-10-19 17:49:49,1508435383707,X,1647,986, 0.76000000000000001, 0.88,left, 1.0, 1.0,inperson,0,0,nQSY,88, 39.0, 34.0,39,false,combined,13,6,37,44,0,,
