,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,168133,vp16,0,2017-10-11 19:41:19,1507750875906,X,1961,1000,0.83999999999999997,0.23999999999999999,left,1.0,1.0,inperson,0,0,qXMZ,0,36.0,21.0,36,false,combined,9,37,41,13,0,,
83,168134,vp16,1,2017-10-11 19:41:27,1507750882875,X,2385,1000, 0.76000000000000001, 0.64000000000000001,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 78.0, 101.0,78,false,combined,13,17,37,33,0,,
84,168135,vp16,2,2017-10-11 19:41:34,1507750890268,X,2296,1000, 0.66000000000000003, 0.35999999999999999,left, 1.0, 0.80000000000000004,inperson,0,0,qXMZ,0, 21.0, 68.0,21,false,combined,18,25,32,15,0,,
85,168136,vp16,3,2017-10-11 19:41:42,1507750897573,X,2635,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,qXMZ,0, 8.0, 12.0,12,false,combined,1,4,4,46,0,,
86,168137,vp16,4,2017-10-11 19:41:49,1507750905216,X,2237,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 7.0, 20.0,7,false,combined,6,31,44,19,0,,
87,168138,vp16,5,2017-10-11 19:42:05,1507750918471,O,4921,1007, 0.73999999999999999, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,qXMZ,7, -16.0, -38.0,0,false,combined,13,30,37,20,0,,
88,168139,vp16,6,2017-10-11 19:42:13,1507750928401,X,3495,1007, 0.64000000000000001, 0.92000000000000004,right, 1.0, 0.02,inperson,0,0,qXMZ,7, -97.0, -70.0,-70,false,combined,19,0,31,1,0,,
89,168140,vp16,7,2017-10-11 19:42:22,1507750936904,O,3559,1007, 0.41999999999999998, 0.26000000000000001,right, 1.0, 0.40000000000000002,inperson,0,0,qXMZ,7, -33.0, -60.0,0,false,combined,28,17,22,3,0,,
90,168141,vp16,8,2017-10-11 19:42:30,1507750945472,X,3128,1007, 0.95999999999999996, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,qXMZ,7, -5.0, -25.0,-25,false,combined,3,20,47,30,0,,
91,168142,vp16,9,2017-10-11 19:42:38,1507750953608,O,3176,1007, 0.40000000000000002, 0.80000000000000004,left, 0.10000000000000001, 1.0,inperson,0,0,qXMZ,7, -87.0, -55.0,0,false,combined,4,10,1,40,0,,
92,168143,vp16,10,2017-10-11 19:42:51,1507750967805,O,2274,1007, 0.47999999999999998, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -63.0, -13.0,0,false,combined,25,30,25,20,0,,
93,168144,vp16,11,2017-10-11 19:42:59,1507750975089,O,2503,1007, 0.71999999999999997, 0.059999999999999998,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -12.0, -134.0,0,false,combined,14,46,36,4,0,,
94,168145,vp16,12,2017-10-11 19:43:07,1507750982600,X,2613,1007, 0.44, 0.52000000000000002,right, 1.0, 0.02,inperson,0,0,qXMZ,0, -68.0, -50.0,-50,false,combined,26,0,24,1,0,,
95,168146,vp16,13,2017-10-11 19:43:14,1507750990221,O,2504,1007, 0.29999999999999999, 0.46000000000000002,left, 1.0, 0.10000000000000001,inperson,0,0,qXMZ,0, -60.0, -50.0,0,false,combined,35,3,15,2,0,,
96,168147,vp16,14,2017-10-11 19:43:22,1507750997733,X,3263,1007, 0.64000000000000001, 0.38,right, 0.20000000000000001, 1.0,inperson,0,0,qXMZ,0, -60.0, -81.0,-81,false,combined,3,31,7,19,0,,
97,168148,vp16,15,2017-10-11 19:43:36,1507751012015,X,2181,1007, 0.95999999999999996, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 16.0, 8.0,16,false,combined,2,20,48,30,0,,
98,168149,vp16,16,2017-10-11 19:43:43,1507751019205,X,2239,1007, 0.35999999999999999, 0.92000000000000004,right, 0.059999999999999998, 1.0,inperson,0,0,qXMZ,0, 98.0, 90.0,90,false,combined,1,4,2,46,0,,
99,168150,vp16,17,2017-10-11 19:43:51,1507751026453,O,2848,1007, 0.76000000000000001, 0.68000000000000005,left, 1.0, 0.02,inperson,0,0,qXMZ,0, 88.0, 80.0,0,false,combined,12,1,38,0,0,,
100,168151,vp16,18,2017-10-11 19:43:57,1507751034310,X,1765,1007, 0.95999999999999996, 0.32000000000000001,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 15.0, 53.0,15,false,combined,3,33,47,17,0,,
101,168152,vp16,19,2017-10-11 19:44:06,1507751041084,X,3162,1007, 0.66000000000000003, 0.69999999999999996,right, 1.0, 1.0,inperson,0,0,qXMZ,0, 22.0, 23.0,23,false,combined,17,15,33,35,0,,
102,168153,vp16,20,2017-10-11 19:44:19,1507751055265,O,2284,1007, 0.23999999999999999, 0.71999999999999997,right, 0.20000000000000001, 1.0,inperson,0,0,qXMZ,0, 40.0, 7.0,0,false,combined,8,13,2,37,0,,
103,168154,vp16,21,2017-10-11 19:44:27,1507751062558,X,3282,1007, 0.47999999999999998, 0.40000000000000002,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 63.0, 13.0,63,false,combined,25,30,25,20,0,,
104,168155,vp16,22,2017-10-11 19:44:35,1507751070849,O,3223,1007, 0.28000000000000003, 0.66000000000000003,right, 1.0, 0.059999999999999998,inperson,0,0,qXMZ,0, 88.0, 38.0,0,false,combined,36,1,14,2,0,,
105,168156,vp16,23,2017-10-11 19:44:42,1507751079081,X,2128,1007, 0.66000000000000003, 0.93999999999999995,right, 1.0, 1.0,inperson,0,0,qXMZ,0, 15.0, 5.0,5,false,combined,18,2,32,48,0,,
106,168157,vp16,24,2017-10-11 19:44:51,1507751086219,X,3183,1007, 0.44, 0.44,left, 0.02, 1.0,inperson,0,0,qXMZ,0, 11.0, 14.0,11,false,combined,0,27,1,23,0,,
107,168158,vp16,25,2017-10-11 19:45:05,1507751100419,O,3105,1070, 0.44, 0.59999999999999998,right, 1.0, 0.80000000000000004,inperson,0,0,qXMZ,63, 68.0, 45.0,0,false,combined,27,20,23,30,0,,
108,168159,vp16,26,2017-10-11 19:45:14,1507751108533,X,4051,1070, 0.64000000000000001, 0.52000000000000002,right, 0.40000000000000002, 1.0,inperson,0,0,qXMZ,63, 94.0, 100.0,100,false,combined,12,25,8,25,0,,
109,168160,vp16,27,2017-10-11 19:45:24,1507751117593,O,5571,1070, 0.26000000000000001, 0.20000000000000001,right, 1.0, 1.0,inperson,0,0,qXMZ,63, 62.0, 134.0,0,false,combined,36,40,14,10,0,,
110,168161,vp16,28,2017-10-11 19:45:34,1507751128173,O,4275,1070, 0.22, 0.59999999999999998,right, 0.059999999999999998, 1.0,inperson,0,0,qXMZ,63, 27.0, 15.0,0,false,combined,1,20,2,30,0,,
111,168162,vp16,29,2017-10-11 19:45:40,1507751137458,X,1581,1070, 0.76000000000000001, 0.88,right, 1.0, 1.0,inperson,0,0,qXMZ,63, 39.0, 34.0,34,false,combined,13,6,37,44,0,,
112,168163,vp16,30,2017-10-11 19:45:54,1507751150059,X,2458,1070, 0.47999999999999998, 0.80000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,qXMZ,0, -63.0, -8.0,-8,false,combined,3,10,2,40,0,,
113,168164,vp16,31,2017-10-11 19:46:05,1507751157525,X,5644,1070, 0.92000000000000004, 0.64000000000000001,right, 0.20000000000000001, 1.0,inperson,0,0,qXMZ,0, -80.0, -97.0,-97,false,combined,1,18,9,32,0,,
114,168165,vp16,32,2017-10-11 19:46:13,1507751168177,O,3534,1070, 0.76000000000000001, 0.52000000000000002,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -42.0, -61.0,0,false,combined,12,25,38,25,0,,
115,168166,vp16,33,2017-10-11 19:46:21,1507751176720,X,3210,1070, 0.64000000000000001, 0.92000000000000004,left, 1.0, 0.10000000000000001,inperson,0,0,qXMZ,0, -98.0, -80.0,-98,false,combined,18,0,32,5,0,,
116,168167,vp16,34,2017-10-11 19:46:29,1507751184939,O,2275,1070, 0.22, 0.68000000000000005,left, 1.0, 0.20000000000000001,inperson,0,0,qXMZ,0, -11.0, -8.0,0,false,combined,39,2,11,8,0,,
117,168168,vp16,35,2017-10-11 19:46:43,1507751198234,X,2975,973, 0.35999999999999999, 0.28000000000000003,left, 1.0, 0.059999999999999998,inperson,0,0,qXMZ,-97, 100.0, 84.0,100,false,combined,32,2,18,1,0,,
118,168169,vp16,36,2017-10-11 19:46:50,1507751206218,X,2012,973, 0.44, 0.52000000000000002,left, 1.0, 0.20000000000000001,inperson,0,0,qXMZ,-97, 68.0, 40.0,68,false,combined,26,8,24,2,0,,
119,168170,vp16,37,2017-10-11 19:46:56,1507751213239,O,1575,973, 0.59999999999999998, 0.23999999999999999,left, 1.0, 0.40000000000000002,inperson,0,0,qXMZ,-97, 7.0, 21.0,0,false,combined,20,13,30,7,0,,
120,168171,vp16,38,2017-10-11 19:47:03,1507751219823,X,1474,973, 0.88, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,qXMZ,-97, 17.0, 50.0,17,false,combined,6,21,44,29,0,,
121,168172,vp16,39,2017-10-11 19:47:10,1507751226306,X,1903,973, 0.44, 0.52000000000000002,right, 1.0, 0.02,inperson,0,0,qXMZ,-97, 68.0, 50.0,50,false,combined,26,0,24,1,0,,
122,168173,vp16,40,2017-10-11 19:47:23,1507751239229,O,2245,1041, 0.35999999999999999, 0.56000000000000005,right, 0.10000000000000001, 1.0,inperson,0,0,qXMZ,68, 74.0, 98.0,0,false,combined,3,22,2,28,0,,
123,168174,vp16,41,2017-10-11 19:47:29,1507751246483,X,1067,1041, 0.92000000000000004, 0.68000000000000005,left, 1.0, 1.0,inperson,0,0,qXMZ,68, 33.0, 7.0,33,false,combined,3,17,47,33,0,,
124,168175,vp16,42,2017-10-11 19:47:36,1507751252559,O,2013,1041, 0.62, 0.47999999999999998,left, 1.0, 0.80000000000000004,inperson,0,0,qXMZ,68, 13.0, 9.0,0,false,combined,18,22,32,18,0,,
125,168176,vp16,43,2017-10-11 19:47:43,1507751259582,X,2074,1041, 0.38, 0.35999999999999999,right, 1.0, 0.059999999999999998,inperson,0,0,qXMZ,68, 40.0, 51.0,51,false,combined,31,2,19,1,0,,
126,168177,vp16,44,2017-10-11 19:47:51,1507751266665,O,3101,1041, 0.5, 0.47999999999999998,right, 0.80000000000000004, 1.0,inperson,0,0,qXMZ,68, 38.0, 45.0,0,false,combined,20,26,20,24,0,,
127,168178,vp16,45,2017-10-11 19:48:05,1507751280784,X,2860,1041, 0.62, 0.90000000000000002,left, 1.0, 0.80000000000000004,inperson,0,0,qXMZ,0, -55.0, -100.0,-55,false,combined,19,6,31,34,0,,
128,168179,vp16,46,2017-10-11 19:48:12,1507751288653,O,2065,1041, 0.68000000000000005, 0.22,right, 1.0, 0.02,inperson,0,0,qXMZ,0, -7.0, -45.0,0,false,combined,16,1,34,0,0,,
129,168180,vp16,47,2017-10-11 19:48:20,1507751295727,X,2611,1041, 0.95999999999999996, 0.68000000000000005,right, 0.40000000000000002, 1.0,inperson,0,0,qXMZ,0, -9.0, -18.0,-18,false,combined,0,17,20,33,0,,
130,168181,vp16,48,2017-10-11 19:48:26,1507751303346,O,1665,1041, 0.64000000000000001, 0.29999999999999999,right, 1.0, 0.40000000000000002,inperson,0,0,qXMZ,0, -16.0, -46.0,0,false,combined,18,15,32,5,0,,
131,168182,vp16,49,2017-10-11 19:48:34,1507751310020,O,2460,1041, 0.59999999999999998, 0.40000000000000002,right, 0.10000000000000001, 1.0,inperson,0,0,qXMZ,0, -35.0, -47.0,0,false,combined,2,30,3,20,0,,
132,168183,vp16,50,2017-10-11 19:48:56,1507751330060,O,4366,986, 0.59999999999999998, 0.23999999999999999,right, 1.0, 0.40000000000000002,inperson,0,0,qXMZ,-55, -7.0, -21.0,0,false,combined,20,13,30,7,0,,
133,168184,vp16,51,2017-10-11 19:49:02,1507751339435,O,1712,986, 0.35999999999999999, 0.28000000000000003,left, 1.0, 0.059999999999999998,inperson,0,0,qXMZ,-55, -100.0, -84.0,0,false,combined,32,2,18,1,0,,
134,168185,vp16,52,2017-10-11 19:49:09,1507751346156,O,1718,986, 0.12, 0.88,left, 0.059999999999999998, 1.0,inperson,0,0,qXMZ,-55, -100.0, -60.0,0,false,combined,2,7,1,43,0,,
135,168186,vp16,53,2017-10-11 19:49:16,1507751352883,X,1976,986, 0.28000000000000003, 0.35999999999999999,right, 0.02, 1.0,inperson,0,0,qXMZ,-55, -100.0, -74.0,-74,false,combined,0,32,1,18,0,,
136,168187,vp16,54,2017-10-11 19:49:24,1507751359866,O,3060,986, 0.35999999999999999, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,qXMZ,-55, -72.0, -60.0,0,false,combined,31,20,19,30,0,,
137,168188,vp16,55,2017-10-11 19:49:37,1507751373945,X,2153,986, 0.47999999999999998, 0.62,left, 0.20000000000000001, 1.0,inperson,0,0,qXMZ,0, -9.0, -13.0,-9,false,combined,5,20,5,30,0,,
138,168189,vp16,56,2017-10-11 19:49:45,1507751381107,X,1406,986, 0.56000000000000005, 0.88,left, 1.0, 1.0,inperson,0,0,qXMZ,0, -114.0, -78.0,-114,false,combined,22,6,28,44,0,,
139,168190,vp16,57,2017-10-11 19:49:50,1507751387522,O,1621,986, 0.95999999999999996, 0.47999999999999998,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -31.0, -31.0,0,false,combined,3,25,47,25,0,,
140,168191,vp16,58,2017-10-11 19:49:59,1507751394152,X,3639,986, 0.5, 0.47999999999999998,right, 0.80000000000000004, 1.0,inperson,0,0,qXMZ,0, -38.0, -45.0,-45,false,combined,20,26,20,24,0,,
141,168192,vp16,59,2017-10-11 19:50:08,1507751402801,X,3986,986, 0.56000000000000005, 0.40000000000000002,right, 0.80000000000000004, 1.0,inperson,0,0,qXMZ,0, -25.0, -56.0,-56,false,combined,19,30,21,20,0,,
142,168193,vp16,60,2017-10-11 19:50:21,1507751417805,X,1815,872, 0.64000000000000001, 0.38,left, 0.20000000000000001, 1.0,inperson,0,0,qXMZ,-114, 60.0, 81.0,60,false,combined,3,31,7,19,0,,
143,168194,vp16,61,2017-10-11 19:50:28,1507751424628,O,1741,872, 0.68000000000000005, 0.22,left, 0.40000000000000002, 1.0,inperson,0,0,qXMZ,-114, 4.0, 11.0,0,false,combined,5,39,15,11,0,,
144,168195,vp16,62,2017-10-11 19:50:34,1507751431381,X,1189,872, 0.92000000000000004, 0.64000000000000001,left, 0.20000000000000001, 1.0,inperson,0,0,qXMZ,-114, 80.0, 97.0,80,false,combined,1,18,9,32,0,,
145,168196,vp16,63,2017-10-11 19:50:41,1507751437579,X,1843,872, 0.10000000000000001, 0.56000000000000005,right, 1.0, 0.10000000000000001,inperson,0,0,qXMZ,-114, 33.0, 20.0,20,false,combined,46,1,4,4,0,,
146,168197,vp16,64,2017-10-11 19:50:49,1507751444431,X,2721,872, 0.80000000000000004, 0.68000000000000005,left, 1.0, 1.0,inperson,0,0,qXMZ,-114, 19.0, 48.0,19,false,combined,10,16,40,34,0,,
147,168198,vp16,65,2017-10-11 19:51:01,1507751458171,X,1631,872, 0.62, 0.73999999999999999,right, 1.0, 0.40000000000000002,inperson,0,0,qXMZ,0, 48.0, 51.0,51,false,combined,20,5,30,15,0,,
148,168199,vp16,66,2017-10-11 19:51:09,1507751464810,O,3024,872, 0.29999999999999999, 0.5,left, 0.80000000000000004, 1.0,inperson,0,0,qXMZ,0, 39.0, 42.0,0,false,combined,25,25,15,25,0,,
149,168200,vp16,67,2017-10-11 19:51:16,1507751472843,O,2118,872, 0.32000000000000001, 0.44,right, 1.0, 1.0,inperson,0,0,qXMZ,0, 39.0, 42.0,0,false,combined,34,27,16,23,0,,
150,168201,vp16,68,2017-10-11 19:51:23,1507751479970,X,1412,872, 0.76000000000000001, 0.52000000000000002,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 42.0, 61.0,42,false,combined,12,25,38,25,0,,
151,168202,vp16,69,2017-10-11 19:51:29,1507751486390,X,887,872, 0.81999999999999995, 0.32000000000000001,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 37.0, 115.0,37,false,combined,10,33,40,17,0,,
152,168203,vp16,70,2017-10-11 19:51:43,1507751498297,X,3399,872, 0.83999999999999997, 0.88,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -74.0, -60.0,-60,false,combined,8,7,42,43,0,,
153,168204,vp16,71,2017-10-11 19:51:49,1507751506705,O,1254,872, 0.73999999999999999, 0.38,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -28.0, -40.0,0,false,combined,13,31,37,19,0,,
154,168205,vp16,72,2017-10-11 19:51:57,1507751512967,O,2456,872, 0.88, 0.12,right, 1.0, 0.02,inperson,0,0,qXMZ,0, -17.0, -100.0,0,false,combined,6,0,44,1,0,,
155,168206,vp16,73,2017-10-11 19:52:04,1507751520432,O,2275,872, 0.90000000000000002, 0.44,right, 0.02, 1.0,inperson,0,0,qXMZ,0, -20.0, -25.0,0,false,combined,1,26,0,24,0,,
156,168207,vp16,74,2017-10-11 19:52:12,1507751527716,X,2537,872, 0.76000000000000001, 0.64000000000000001,left, 1.0, 1.0,inperson,0,0,qXMZ,0, -78.0, -101.0,-78,false,combined,13,17,37,33,0,,
157,168208,vp16,75,2017-10-11 19:52:24,1507751541273,O,1553,872, 0.28000000000000003, 0.62,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 106.0, 44.0,0,false,combined,36,18,14,32,0,,
158,168209,vp16,76,2017-10-11 19:52:31,1507751547834,O,2049,872, 0.5, 0.5,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 11.0, 19.0,0,false,combined,24,26,26,24,0,,
159,168210,vp16,77,2017-10-11 19:52:38,1507751554891,O,2008,872, 0.47999999999999998, 0.56000000000000005,left, 1.0, 0.02,inperson,0,0,qXMZ,0, 125.0, 80.0,0,false,combined,27,0,23,1,0,,
160,168211,vp16,78,2017-10-11 19:52:45,1507751561908,O,1760,872, 0.73999999999999999, 0.40000000000000002,left, 1.0, 1.0,inperson,0,0,qXMZ,0, 16.0, 38.0,0,false,combined,13,30,37,20,0,,
161,168212,vp16,79,2017-10-11 19:52:51,1507751568677,X,924,872, 0.64000000000000001, 0.92000000000000004,left, 1.0, 0.02,inperson,0,0,qXMZ,0, 97.0, 70.0,97,false,combined,19,0,31,1,0,,
162,168213,vp16,80,2017-10-11 19:53:03,1507751580619,X,1539,872, 0.68000000000000005, 0.83999999999999997,right, 0.40000000000000002, 1.0,inperson,0,0,qXMZ,0, -91.0, -84.0,-84,false,combined,7,8,13,42,0,,
163,168214,vp16,81,2017-10-11 19:53:11,1507751587166,X,2439,872, 0.44, 0.52000000000000002,right, 1.0, 0.20000000000000001,inperson,0,0,qXMZ,0, -68.0, -40.0,-40,false,combined,26,8,24,2,0,,
164,168215,vp16,82,2017-10-11 19:53:18,1507751594614,O,2560,872, 0.92000000000000004, 0.76000000000000001,right, 0.40000000000000002, 1.0,inperson,0,0,qXMZ,0, -74.0, -78.0,0,false,combined,1,12,19,38,0,,
165,168216,vp16,83,2017-10-11 19:53:26,1507751602183,X,2702,872, 0.88, 0.93999999999999995,left, 1.0, 1.0,inperson,0,0,qXMZ,0, -30.0, -29.0,-30,false,combined,6,4,44,46,0,,
166,168217,vp16,84,2017-10-11 19:53:33,1507751609894,O,1249,872, 0.88, 0.38,right, 1.0, 1.0,inperson,0,0,qXMZ,0, -7.0, -20.0,0,false,combined,6,31,44,19,0,,
167,168218,vp16,85,2017-10-11 19:53:46,1507751622162,X,2699,788, 0.35999999999999999, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,qXMZ,-84, 72.0, 60.0,60,false,combined,31,20,19,30,0,,
168,168219,vp16,86,2017-10-11 19:53:53,1507751629869,X,2232,788, 0.88, 0.93999999999999995,right, 1.0, 1.0,inperson,0,0,qXMZ,-84, 30.0, 29.0,29,false,combined,6,4,44,46,0,,
169,168220,vp16,87,2017-10-11 19:54:01,1507751637110,X,1685,788, 0.83999999999999997, 0.32000000000000001,left, 1.0, 1.0,inperson,0,0,qXMZ,-84, 18.0, 47.0,18,false,combined,8,33,42,17,0,,
