id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
177014,vp28_2,999,2017-10-31 23:35:28,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,1,NaN,withintrial
177015,vp28_2,999,2017-10-31 23:35:29,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,2,NaN,withintrial
177016,vp28_2,999,2017-10-31 23:35:30,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,3,NaN,withintrial
177017,vp28_2,999,2017-10-31 23:35:31,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,4,NaN,withintrial
177018,vp28_2,999,2017-10-31 23:35:31,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,5,NaN,withintrial
177019,vp28_2,999,2017-10-31 23:35:32,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,6,NaN,withintrial
177020,vp28_2,999,2017-10-31 23:35:32,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,7,NaN,withintrial
177021,vp28_2,999,2017-10-31 23:35:33,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,8,NaN,withintrial
177022,vp28_2,999,2017-10-31 23:35:34,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,9,NaN,withintrial
177023,vp28_2,999,2017-10-31 23:35:34,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,10,NaN,withintrial
177024,vp28_2,999,2017-10-31 23:35:35,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,11,NaN,withintrial
177025,vp28_2,999,2017-10-31 23:35:36,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,12,NaN,withintrial
177026,vp28_2,999,2017-10-31 23:35:36,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,13,NaN,withintrial
177027,vp28_2,999,2017-10-31 23:35:37,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,14,NaN,withintrial
177028,vp28_2,999,2017-10-31 23:35:37,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,15,NaN,withintrial
177029,vp28_2,999,2017-10-31 23:35:38,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,16,NaN,withintrial
177030,vp28_2,999,2017-10-31 23:35:38,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,17,NaN,withintrial
177031,vp28_2,999,2017-10-31 23:35:39,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,18,NaN,withintrial
177032,vp28_2,999,2017-10-31 23:35:41,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,19,NaN,withintrial
177033,vp28_2,999,2017-10-31 23:35:41,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,20,NaN,withintrial
177034,vp28_2,999,2017-10-31 23:35:42,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,21,NaN,withintrial
177035,vp28_2,999,2017-10-31 23:35:43,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,22,NaN,withintrial
177036,vp28_2,999,2017-10-31 23:35:43,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,23,NaN,withintrial
177037,vp28_2,999,2017-10-31 23:35:44,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,24,NaN,withintrial
177038,vp28_2,999,2017-10-31 23:35:45,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,25,NaN,withintrial
177039,vp28_2,999,2017-10-31 23:35:45,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,26,NaN,withintrial
177040,vp28_2,999,2017-10-31 23:35:46,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,27,NaN,withintrial
177041,vp28_2,999,2017-10-31 23:35:46,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,28,NaN,withintrial
177042,vp28_2,999,2017-10-31 23:35:46,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,29,NaN,withintrial
177043,vp28_2,999,2017-10-31 23:35:47,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,30,NaN,withintrial
177044,vp28_2,999,2017-10-31 23:35:47,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,31,NaN,withintrial
177045,vp28_2,999,2017-10-31 23:35:47,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,32,NaN,withintrial
177046,vp28_2,999,2017-10-31 23:35:48,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,33,NaN,withintrial
177047,vp28_2,999,2017-10-31 23:35:48,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,34,NaN,withintrial
177048,vp28_2,999,2017-10-31 23:35:51,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,35,NaN,withintrial
177049,vp28_2,999,2017-10-31 23:35:54,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,36,NaN,withintrial
177050,vp28_2,999,2017-10-31 23:37:13,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,37,NaN,withintrial
177051,vp28_2,10,2017-10-31 23:37:18,1509493032367,O,3920,1075, '0.1200', '0.5200',left, '1.0000', '0.0400',inperson,0,0,4gP9,999, '36.0000', '61.0000',0,true,combined,6,0,44,2,0,NaN,withintrial
177052,vp28_2,999,2017-10-31 23:37:23,999,999,999,999,999,999,999,999,999,inperson,0,999,4gP9,999,999,999,999,2,combined,999,999,999,999,38,NaN,withintrial
177053,vp28_2,11,2017-10-31 23:37:25,1509493041328,O,2372,1075, '0.4800', '0.9000',left, '1.0000', '1.0000',inperson,0,0,4gP9,999, '28.0000', '134.0000',0,true,combined,24,45,26,5,0,NaN,withintrial
