,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,175827,vp25_2,0,2017-10-31 17:49:31,1509472167226,X,1945,1000,0.83999999999999997,0.23999999999999999,left,1.0,1.0,inperson,0,0,Bf5U,104,36.0,21.0,36,false,combined,9,37,41,13,0,,withintrial
83,175828,vp25_2,1,2017-10-31 17:49:38,1509472174202,X,2609,1000, 0.76000000000000001, 0.64000000000000001,right, 1.0, 1.0,inperson,0,0,Bf5U,104, 78.0, 101.0,101,false,combined,13,17,37,33,0,,withintrial
84,175829,vp25_2,2,2017-10-31 17:49:45,1509472181845,O,2100,1000, 0.66000000000000003, 0.35999999999999999,left, 1.0, 0.80000000000000004,inperson,0,0,Bf5U,104, 21.0, 68.0,0,false,combined,18,25,32,15,0,,withintrial
85,175830,vp25_2,3,2017-10-31 17:49:53,1509472188975,X,2383,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,Bf5U,104, 8.0, 12.0,12,false,combined,1,4,4,46,0,,withintrial
86,175831,vp25_2,4,2017-10-31 17:50:00,1509472196384,X,2019,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,Bf5U,104, 7.0, 20.0,7,false,combined,6,31,44,19,0,,withintrial
87,175832,vp25_2,5,2017-10-31 17:50:15,1509472209459,O,3504,1000, 0.73999999999999999, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,Bf5U,0, -16.0, -38.0,0,false,combined,13,30,37,20,0,,withintrial
88,175833,vp25_2,6,2017-10-31 17:50:22,1509472217989,X,2525,1000, 0.64000000000000001, 0.92000000000000004,left, 1.0, 0.02,inperson,0,0,Bf5U,0, -97.0, -70.0,-97,false,combined,19,0,31,1,0,,withintrial
89,175834,vp25_2,7,2017-10-31 17:50:31,1509472225539,X,3830,1000, 0.41999999999999998, 0.26000000000000001,right, 1.0, 0.40000000000000002,inperson,0,0,Bf5U,0, -33.0, -60.0,-60,false,combined,28,17,22,3,0,,withintrial
90,175835,vp25_2,8,2017-10-31 17:50:40,1509472234400,X,4101,1000, 0.95999999999999996, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,Bf5U,0, -5.0, -25.0,-25,false,combined,3,20,47,30,0,,withintrial
91,175836,vp25_2,9,2017-10-31 17:50:49,1509472243526,X,4056,1000, 0.40000000000000002, 0.80000000000000004,left, 0.10000000000000001, 1.0,inperson,0,0,Bf5U,0, -87.0, -55.0,-87,false,combined,4,10,1,40,0,,withintrial
92,175837,vp25_2,10,2017-10-31 17:51:04,1509472258626,X,3589,940, 0.47999999999999998, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,Bf5U,-60, -63.0, -13.0,-13,false,combined,25,30,25,20,0,,withintrial
93,175838,vp25_2,11,2017-10-31 17:51:11,1509472267237,O,2117,940, 0.71999999999999997, 0.059999999999999998,right, 1.0, 1.0,inperson,0,0,Bf5U,-60, -12.0, -134.0,0,false,combined,14,46,36,4,0,,withintrial
94,175839,vp25_2,12,2017-10-31 17:51:17,1509472274382,X,1510,940, 0.44, 0.52000000000000002,left, 1.0, 0.02,inperson,0,0,Bf5U,-60, -68.0, -50.0,-68,false,combined,26,0,24,1,0,,withintrial
95,175840,vp25_2,13,2017-10-31 17:51:24,1509472280918,X,1792,940, 0.29999999999999999, 0.46000000000000002,left, 1.0, 0.10000000000000001,inperson,0,0,Bf5U,-60, -60.0, -50.0,-60,false,combined,35,3,15,2,0,,withintrial
96,175841,vp25_2,14,2017-10-31 17:51:35,1509472287735,X,6170,940, 0.64000000000000001, 0.38,left, 0.20000000000000001, 1.0,inperson,0,0,Bf5U,-60, -60.0, -81.0,-60,false,combined,3,31,7,19,0,,withintrial
97,175842,vp25_2,15,2017-10-31 17:51:49,1509472304957,X,2766,880, 0.95999999999999996, 0.59999999999999998,left, 1.0, 1.0,inperson,0,0,Bf5U,-60, 16.0, 8.0,16,false,combined,2,20,48,30,0,,withintrial
98,175843,vp25_2,16,2017-10-31 17:51:58,1509472312741,O,3567,880, 0.35999999999999999, 0.92000000000000004,right, 0.059999999999999998, 1.0,inperson,0,0,Bf5U,-60, 98.0, 90.0,0,false,combined,1,4,2,46,0,,withintrial
99,175844,vp25_2,17,2017-10-31 17:52:05,1509472321336,X,1990,880, 0.76000000000000001, 0.68000000000000005,left, 1.0, 0.02,inperson,0,0,Bf5U,-60, 88.0, 80.0,88,false,combined,12,1,38,0,0,,withintrial
100,175845,vp25_2,18,2017-10-31 17:52:13,1509472328356,X,3086,880, 0.95999999999999996, 0.32000000000000001,left, 1.0, 1.0,inperson,0,0,Bf5U,-60, 15.0, 53.0,15,false,combined,3,33,47,17,0,,withintrial
101,175846,vp25_2,19,2017-10-31 17:52:24,1509472336468,O,5891,880, 0.66000000000000003, 0.69999999999999996,right, 1.0, 1.0,inperson,0,0,Bf5U,-60, 22.0, 23.0,0,false,combined,17,15,33,35,0,,withintrial
102,175847,vp25_2,20,2017-10-31 17:52:38,1509472353409,O,2838,880, 0.23999999999999999, 0.71999999999999997,left, 0.20000000000000001, 1.0,inperson,0,0,Bf5U,0, 40.0, 7.0,0,false,combined,8,13,2,37,0,,withintrial
103,175848,vp25_2,21,2017-10-31 17:52:45,1509472361271,X,2545,880, 0.47999999999999998, 0.40000000000000002,left, 1.0, 1.0,inperson,0,0,Bf5U,0, 63.0, 13.0,63,false,combined,25,30,25,20,0,,withintrial
104,175849,vp25_2,22,2017-10-31 17:52:54,1509472368837,O,3619,880, 0.28000000000000003, 0.66000000000000003,left, 1.0, 0.059999999999999998,inperson,0,0,Bf5U,0, 88.0, 38.0,0,false,combined,36,1,14,2,0,,withintrial
105,175850,vp25_2,23,2017-10-31 17:53:02,1509472377479,O,3359,880, 0.66000000000000003, 0.93999999999999995,left, 1.0, 1.0,inperson,0,0,Bf5U,0, 15.0, 5.0,0,false,combined,18,2,32,48,0,,withintrial
106,175851,vp25_2,24,2017-10-31 17:53:09,1509472385871,O,1870,880, 0.44, 0.44,left, 0.02, 1.0,inperson,0,0,Bf5U,0, 11.0, 14.0,0,false,combined,0,27,1,23,0,,withintrial
107,175852,vp25_2,25,2017-10-31 17:53:23,1509472398789,X,2802,880, 0.44, 0.59999999999999998,right, 1.0, 0.80000000000000004,inperson,0,0,Bf5U,0, 68.0, 45.0,45,false,combined,27,20,23,30,0,,withintrial
108,175853,vp25_2,26,2017-10-31 17:53:31,1509472406620,X,2958,880, 0.64000000000000001, 0.52000000000000002,right, 0.40000000000000002, 1.0,inperson,0,0,Bf5U,0, 94.0, 100.0,100,false,combined,12,25,8,25,0,,withintrial
109,175854,vp25_2,27,2017-10-31 17:53:39,1509472414607,O,2411,880, 0.26000000000000001, 0.20000000000000001,right, 1.0, 1.0,inperson,0,0,Bf5U,0, 62.0, 134.0,0,false,combined,36,40,14,10,0,,withintrial
110,175855,vp25_2,28,2017-10-31 17:53:46,1509472422047,X,2307,880, 0.22, 0.59999999999999998,right, 0.059999999999999998, 1.0,inperson,0,0,Bf5U,0, 27.0, 15.0,15,false,combined,1,20,2,30,0,,withintrial
111,175856,vp25_2,29,2017-10-31 17:53:53,1509472429380,X,2410,880, 0.76000000000000001, 0.88,left, 1.0, 1.0,inperson,0,0,Bf5U,0, 39.0, 34.0,39,false,combined,13,6,37,44,0,,withintrial
112,175857,vp25_2,30,2017-10-31 17:54:08,1509472442842,X,3470,919, 0.47999999999999998, 0.80000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,Bf5U,39, -63.0, -8.0,-8,false,combined,3,10,2,40,0,,withintrial
113,175858,vp25_2,31,2017-10-31 17:54:21,1509472451344,X,8265,919, 0.92000000000000004, 0.64000000000000001,left, 0.20000000000000001, 1.0,inperson,0,1,Bf5U,39, -80.0, -97.0,-80,false,combined,1,18,9,32,0,,withintrial
114,175859,vp25_2,32,2017-10-31 17:54:28,1509472464634,O,1848,919, 0.76000000000000001, 0.52000000000000002,right, 1.0, 1.0,inperson,0,0,Bf5U,39, -42.0, -61.0,0,false,combined,12,25,38,25,0,,withintrial
115,175860,vp25_2,33,2017-10-31 17:54:35,1509472471514,O,1704,919, 0.64000000000000001, 0.92000000000000004,left, 1.0, 0.10000000000000001,inperson,0,0,Bf5U,39, -98.0, -80.0,0,false,combined,18,0,32,5,0,,withintrial
116,175861,vp25_2,34,2017-10-31 17:54:42,1509472478237,O,1785,919, 0.22, 0.68000000000000005,left, 1.0, 0.20000000000000001,inperson,0,0,Bf5U,39, -11.0, -8.0,0,false,combined,39,2,11,8,0,,withintrial
117,175862,vp25_2,35,2017-10-31 17:54:55,1509472491076,X,2814,919, 0.35999999999999999, 0.28000000000000003,left, 1.0, 0.059999999999999998,inperson,0,0,Bf5U,0, 100.0, 84.0,100,false,combined,32,2,18,1,0,,withintrial
118,175863,vp25_2,36,2017-10-31 17:55:02,1509472498922,O,1642,919, 0.44, 0.52000000000000002,left, 1.0, 0.20000000000000001,inperson,0,0,Bf5U,0, 68.0, 40.0,0,false,combined,26,8,24,2,0,,withintrial
119,175864,vp25_2,37,2017-10-31 17:55:09,1509472505599,O,2049,919, 0.59999999999999998, 0.23999999999999999,left, 1.0, 0.40000000000000002,inperson,0,0,Bf5U,0, 7.0, 21.0,0,false,combined,20,13,30,7,0,,withintrial
