id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
203247,vp31,999,2017-11-06 18:39:59,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,1,NaN,withintrial
203248,vp31,999,2017-11-06 18:41:54,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,2,NaN,withintrial
203249,vp31,999,2017-11-06 18:42:52,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,4,NaN,withintrial
203250,vp31,999,2017-11-06 18:43:21,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,5,NaN,withintrial
203251,vp31,999,2017-11-06 18:43:36,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,6,NaN,withintrial
203252,vp31,999,2017-11-06 18:43:51,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,7,NaN,withintrial
203253,vp31,999,2017-11-06 18:44:20,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,8,NaN,withintrial
203254,vp31,999,2017-11-06 18:45:50,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,9,NaN,withintrial
203255,vp31,999,2017-11-06 18:46:05,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,10,NaN,withintrial
203256,vp31,999,2017-11-06 18:46:17,999,999,999,999,999,999,999,999,999,inperson,0,999,YkKu,999,999,999,999,2,combined,999,999,999,999,11,NaN,withintrial
