,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
82,166985,vp13,0,2017-10-09 17:38:33,1507570710745,X,2173,1000,0.83999999999999997,0.23999999999999999,left,1.0,1.0,inperson,0,0,X7UL,0,36.0,21.0,36,false,combined,9,37,41,13,0,,
83,166986,vp13,1,2017-10-09 17:38:39,1507570717926,O,1637,1000, 0.76000000000000001, 0.64000000000000001,right, 1.0, 1.0,inperson,0,0,X7UL,0, 78.0, 101.0,0,false,combined,13,17,37,33,0,,
84,166987,vp13,2,2017-10-09 17:38:46,1507570724571,O,1753,1000, 0.66000000000000003, 0.35999999999999999,right, 1.0, 0.80000000000000004,inperson,0,0,X7UL,0, 21.0, 68.0,0,false,combined,18,25,32,15,0,,
85,166988,vp13,3,2017-10-09 17:38:52,1507570731333,X,941,1000, 0.76000000000000001, 0.92000000000000004,right, 0.10000000000000001, 1.0,inperson,0,0,X7UL,0, 8.0, 12.0,12,false,combined,1,4,4,46,0,,
86,166989,vp13,4,2017-10-09 17:38:59,1507570737283,X,1524,1000, 0.88, 0.38,left, 1.0, 1.0,inperson,0,0,X7UL,0, 7.0, 20.0,7,false,combined,6,31,44,19,0,,
87,166990,vp13,5,2017-10-09 17:39:12,1507570749824,X,2282,1000, 0.73999999999999999, 0.40000000000000002,right, 1.0, 1.0,inperson,0,0,X7UL,0, -16.0, -38.0,-38,false,combined,13,30,37,20,0,,
88,166991,vp13,6,2017-10-09 17:39:19,1507570757115,X,1684,1000, 0.64000000000000001, 0.92000000000000004,right, 1.0, 0.02,inperson,0,0,X7UL,0, -97.0, -70.0,-70,false,combined,19,0,31,1,0,,
89,166992,vp13,7,2017-10-09 17:39:25,1507570763808,O,1287,1000, 0.41999999999999998, 0.26000000000000001,right, 1.0, 0.40000000000000002,inperson,0,0,X7UL,0, -33.0, -60.0,0,false,combined,28,17,22,3,0,,
90,166993,vp13,8,2017-10-09 17:39:32,1507570770104,O,2223,1000, 0.95999999999999996, 0.59999999999999998,right, 1.0, 1.0,inperson,0,0,X7UL,0, -5.0, -25.0,0,false,combined,3,20,47,30,0,,
91,166994,vp13,9,2017-10-09 17:39:39,1507570777336,O,1514,1000, 0.40000000000000002, 0.80000000000000004,left, 0.10000000000000001, 1.0,inperson,0,0,X7UL,0, -87.0, -55.0,0,false,combined,4,10,1,40,0,,
